Duration (seconds),How familiar are you with your company's immigration policies?,How many employees work at your company?,What industry is your company in? (modified),What industry is your company in?,What state is your company headquartered in?,Do you have a written immigration policy today?,Does your company hire candidates on H-1B visas?,Do you require that the H-1B candidate has a minimum amount of time remaining in their overall 6-year maximum for them to be eligible for hire?,How many months must be remaining in their H-1B status (time before max out)? Please leave blank if unsure; use the arrow button below to move forward.,Months before H-1B maxout (modified),Are H-1B employees eligible for Green Card sponsorship?,How many months after the employee's start date are H-1B employees eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from H-1B (modified),Does your company sponsor L-1 visas?,Are L-1 employees eligible for H-1B lottery sponsorship?,How many months after the L-1 employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from L-1 (modified),Are L-1 employees eligible for Green Card sponsorship?,How many months after the L-1 employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from L-1 (modified),Does your company sponsor F-1 OPT visas?,Do you require that the F-1 OPT candidate has a minimum time period of OPT or STEM OPT remaining for them to be eligible for hire?,How many months must be remaining in their F-1 status (time before max out)?Please leave blank if unsure; use the arrow button below to move forward.,Months before F-1 OPT maxout (modified),"Does your company sponsor single intent visas (e.g. TN, E-2, E-3, O-1) that can be renewed indefinitely?",Are single intent visa employees eligible for H-1B lottery sponsorship?,How many months after the single intent visa employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from single intent (modified),Are single intent visa employees eligible for Green Card sponsorship?,How many months after the single intent visa employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start-date for GC eligibility from single intent (modified),How many months before an employee's status expiration do you initiate an extension?Please leave blank if unsure; use the arrow button below to move forward.,Months left before expiry to initiate extension (modified) ,When are employees eligible to start with your company after an H-1B transfer has been filed?,Does your company support the maintenance of the employee's underlying nonimmigrant visa once an I-485 is pending?,Do you limit which occupations/jobs you are willing to sponsor for a non-immigrant visa?,"To show that you are paying attention, please select ""none of the above"" option as your answer.","For PERM-based Green Cards, the employer is required to cover the cost of the PERM but either the employer or employee can cover the cost of the I-140 and I-485 processes. What portion of I-140 costs do you cover?",What portion of I-485 costs do you cover?,Do you cover Green Card processing costs for the employee's dependent family members?,"If an application is filed with USCIS' Premium Processing option, who covers the cost?",What portion of consular processing costs do you cover when an employee goes abroad to obtain a visa stamp?,Will you cover travel expenses related to consular processing of visa applications?,,Do you cover non-immigrant visa costs for the employee's dependent family members?,Do you have a liquidated damages clause that allows you to recoup immigration fees when an employee leaves your company within a specific time period?,What is the tenure threshold below which the liquidated damages clause applies in months?Please leave blank if unsure; use the arrow button below to move forward.,Tenure of liquidated damages clause (modified) ,What percent of damages are you seeking to recover?Please leave blank if unsure; use the arrow button below to move forward.,Percent of damages recovered (modified),Who is responsible for immigration costs at your company?,Do you share a complete copy of an employee's immigration filings with the employee to bring to consular appointments?,"Do you share case tracking numbers (e.g. receipt number, PERM case number) and government notices (e.g. receipt notice, approval notice) with the employee?",Session ID,Publish ID,Count of State Responses,Count of Industry Responses,SizeProxy,[AI]Proxy,Power of One
99,It is a primary function of my job role,4. 201-500,Manufacturing,Manufacturing,OH,Yes,Yes,I don't know,,,I don't know,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,No,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,Human Resources,Always,I don't know,e859f009-db72-4288-88d9-5c69d0748323,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,16,37,#REF!,#REF!,1
247,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Advertising & Marketing,Marketing,NY,Yes,Yes,Yes,5,6,Yes,2,6,No,,,,,,,No,,,,No,,,,,,,7,12,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover some costs for dependent family members,Yes,3,6,4,5,Human Resources,Sometimes,Yes,785f5a36-e002-4256-8f6f-f53067fca027,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,17,#REF!,#REF!,1
8795,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Manufacturing,Manufacturing,NY,Yes,Yes,No,,,No,,,Yes,Yes,,,No,,,No,,,,Yes,Yes,,,No,,,18,24,Upon USCIS approval,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,d6fbeba0-c3b7-4fbc-b9b0-5ec1b98f0d68,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,37,#REF!,#REF!,1
195,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Entertainment & Leisure,Lottery,GA,Yes,Yes,I don't know,,,Yes,,,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,No,,,,,,,,,Upon USCIS approval,I don't know,Yes,None of the above,Some,Some,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,None,No,,We cover no costs for dependent family members,I don't know,,,,,Human Resources,I don't know,I don't know,c2f9f18f-d027-41d6-8e86-ccbf3951168f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,8,#REF!,#REF!,1
264,It is a primary function of my job role,1. 1-10,"Telecommunications, Technology, Internet & Electronics","Telecommunications, Technology, Internet & Electronics",TX,Yes,Yes,Yes,24,24,No,,,No,,,,,,,No,,,,No,,,,,,,18,24,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,None,No,,We cover no costs for dependent family members,Yes,12,12,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,d5178368-c887-4999-82b2-fbb707794194,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,24,#REF!,#REF!,1
116,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,AR,Yes,Yes,I don't know,,,Yes,5,6,Yes,Yes,8,12,Yes,8,12,No,,,,No,,,,,,,4,6,Immediately upon USCIS receipt of application,Yes,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,All,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,No,33a43f05-dfdc-445b-a468-1c6dd33eda75,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,7,98,#REF!,#REF!,1
545,It is a primary function of my job role,4. 201-500,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,TX,Yes,Yes,No,,,Yes,3,6,Yes,Yes,6,6,Yes,6,6,No,,,,No,,,,,,,6,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,Yes,3,6,100,100,Human Resources,Always,Yes,54eec4a1-dccb-4e20-a416-4f20dc5d512c,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,98,#REF!,#REF!,1
271,It is a primary function of my job role,"5. 501-1,000",Business Support & Logistics,Business Support & Logistics,NY,Yes,Yes,Yes,6,6,Yes,8,12,No,,,,,,,Yes,Yes,6,6,No,,,,,,,5,6,Upon USCIS approval,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,6,6,30,50,Human Resources,Always,Yes,295f251f-5fef-460e-8412-9660544ca7f3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,53,#REF!,#REF!,1
225,"It is a part of my job role, and I collaborate with others as needed","7. 5,001-10,000",Education,Education,AZ,Yes,Yes,No,,,Yes,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,No,No,None of the above,Some,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,I don't know,,,,,Human Resources,I don't know,Yes,5fd4a846-4676-4431-9111-5d66d120e4d3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,10,46,#REF!,#REF!,1
171,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,"Telecommunications, Technology, Internet & Electronics","Telecommunications, Technology, Internet & Electronics",NY,No,Yes,Yes,36,36,Yes,24,24,Yes,Yes,24,24,No,,,Yes,Yes,12,12,Yes,No,,,Yes,24,24,12,12,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,No,,We cover some costs for dependent family members,Yes,24,24,75,75,Human Resources,Always,Yes,88eef56e-7451-4c36-910d-b976e1f4f7ae,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,24,#REF!,#REF!,1
390,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,HR,TX,No,No,,,,,,,Yes,I don't know,,,Yes,,,Yes,I don't know,,,No,,,,,,,,,Immediately upon USCIS receipt of application,I don't know,Yes,None of the above,I don't know,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover all costs for all dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,a00dd367-70fc-40b4-9ae5-f6fc1747fec0,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,53,#REF!,#REF!,1
157,"It is a part of my job role, and I collaborate with others as needed","7. 5,001-10,000",Government,Government,CA,Yes,Yes,Yes,24,24,Yes,6,6,No,,,,,,,No,,,,No,,,,,,,8,12,Upon USCIS approval,I don't know,Yes,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,Yes,dfefa8e5-a109-404e-bc4a-56dcc377d585,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,20,#REF!,#REF!,1
192,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,TX,Yes,Yes,Yes,3,6,Yes,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,No,Yes,None of the above,None,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,Yes,6,6,50,50,Human Resources,Always,Yes,f36f97ad-85f9-4771-9215-5cbbc53c7ec2,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,98,#REF!,#REF!,1
184,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Real Estate,Real Estate,FL,Yes,Yes,No,,,I don't know,,,Yes,I don't know,,,Yes,24,24,No,,,,No,,,,,,,5,6,Immediately upon USCIS receipt of application,No,Yes,None of the above,All,All,We cover all costs for all dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover all costs for all dependent family members,No,,,,,Human Resources,Always,Yes,737e9453-b7d1-471e-b126-e2e85761c221,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,7,#REF!,#REF!,1
130,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,Business Support & Logistics,GA,Yes,Yes,Yes,,,I don't know,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,I don't know,I don't know,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover some costs for dependent family members,Yes,15,24,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Never,I don't know,855ba7ae-2622-402b-ae28-f0811d1b2744,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,53,#REF!,#REF!,1
252,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Education,Education,CA,Yes,Yes,Yes,6,6,Yes,6,6,Yes,No,,,Yes,4,6,Yes,No,,,Yes,No,,,Yes,4,6,6,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Never,Yes,c8ffdce4-2e41-4f0f-b82b-756a6db90a9e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,46,#REF!,#REF!,1
171,It is a primary function of my job role,3. 51-200,Manufacturing,Manufacturing,OH,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Immediately upon USCIS receipt of application,No,No,None of the above,I don't know,I don't know,We cover no costs for dependent family members,I don't know,I don't know,No,,I don't know,I don't know,,,,,Human Resources,I don't know,I don't know,906bbd79-ab6b-4f37-907e-67175844b2b2,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,16,37,#REF!,#REF!,1
294,It is a primary function of my job role,"5. 501-1,000",Transportation & Delivery,Transportation & Delivery,FL,Yes,Yes,Yes,2,6,Yes,2,6,Yes,Yes,1,6,Yes,1,6,Yes,Yes,1,6,Yes,Yes,1,6,Yes,1,6,1,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,1,6,20,25,Human Resources,Always,Yes,a52b1259-b9bb-449a-975f-baad30a83982,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,9,#REF!,#REF!,1
174,"It is a part of my job role, and I collaborate with others as needed","7. 5,001-10,000",Retail & Consumer Durables,Retail & Consumer Durables,AK,Yes,Yes,No,,,No,,,No,,,,,,,No,,,,No,,,,,,,6,6,Immediately upon USCIS receipt of application,Yes,I don't know,None of the above,None,None,We cover no costs for dependent family members,I don't know,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,I don't know,I don't know,445540d0-057c-464c-8172-4dff891ab336,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,46,#REF!,#REF!,1
100,It is a primary function of my job role,3. 51-200,Education,Education,CO,No,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,Yes,6,6,Yes,I don't know,,,No,,,,,,,6,6,Upon USCIS approval,I don't know,Yes,None of the above,I don't know,I don't know,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,41b304ae-9b8b-4dc4-b915-7a0d5243aa9f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,7,46,#REF!,#REF!,1
142,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Nonprofit,Nonprofit,CA,Yes,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,Human Resources,I don't know,I don't know,b5cb0cdf-98f6-4d5c-ad78-853882510798,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,15,#REF!,#REF!,1
107,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Manufacturing,Manufacturing,LA,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,3,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover all costs for all dependent family members,No,,,,,Human Resources,Sometimes,Yes,a30a6164-1cc7-4016-9da0-8146573ca764,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,37,#REF!,#REF!,1
192,It is a primary function of my job role,3. 51-200,Retail & Consumer Durables,Ware,NJ,No,Yes,No,,,Yes,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,No,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,I don't know,,We cover all costs for all dependent family members,No,,,,,Human Resources,Always,Yes,3767e39b-0629-4eed-93d4-62c46e22c2bd,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,46,#REF!,#REF!,1
147,It is a primary function of my job role,"6. 1,001-5,000",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,MI,Yes,Yes,Yes,6,6,Yes,12,12,No,,,,,,,No,,,,No,,,,,,,6,6,Upon USCIS approval,No,Yes,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Never,No,fa48c025-151f-437b-9990-28d26e9addfe,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,98,#REF!,#REF!,1
173,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Education,Education,NC,Yes,Yes,Yes,,,Yes,8,12,Yes,Yes,6,6,Yes,5,6,Yes,Yes,6,6,Yes,Yes,5,6,Yes,6,6,5,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,Yes,,,85,100,Human Resources,Sometimes,Yes,0110f5a6-e3fc-449a-9645-200b61e6489e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,18,46,#REF!,#REF!,1
126,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Education,Education,WA,Yes,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,Yes,Yes,,,I don't know,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,Some,We cover some costs for dependent family members,I don't know,Some,I don't know,,We cover some costs for dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,I don't know,b187df74-f512-40f0-aad7-1748e161cd6b,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,10,46,#REF!,#REF!,1
197,It is a primary function of my job role,1. 1-10,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,NC,Yes,No,,,,,,,Yes,I don't know,,,Yes,,,Yes,I don't know,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS issuance of receipt notice,I don't know,No,None of the above,Some,Some,I don't know,We only cover the cost when necessary due to a business need,I don't know,No,,We cover no costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,I don't know,277bb3c9-6fe4-459d-ac64-f654ed31d267,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,18,98,#REF!,#REF!,1
152,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Automotive,Automotive,AL,Yes,Yes,Yes,5,6,Yes,3,6,No,,,,,,,Yes,Yes,6,6,Yes,Yes,9,12,Yes,3,6,,,Upon USCIS issuance of receipt notice,No,No,None of the above,All,Some,We cover all costs for all dependent family members,We only cover the cost when necessary due to a business need,Some,No,,We cover some costs for dependent family members,Yes,,,30,50,Human Resources,Always,Yes,abb88ef1-5f6c-44ea-b4e2-06178024969e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,22,13,#REF!,#REF!,1
340,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+","Utilities, Energy, and Extraction","Utilities, Energy, and Extraction",TX,No,Yes,Yes,24,24,Yes,24,24,Yes,Yes,0,0,No,,,Yes,No,,,Yes,Yes,0,0,Yes,0,0,6,6,Upon USCIS approval,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,24,24,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,e5fbc7c6-285a-42c9-a21a-f701a9be98a6,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,7,#REF!,#REF!,1
155,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Business Support & Logistics,Business Support & Logistics,CT,Yes,Yes,No,,,Yes,36,36,Yes,No,,,Yes,36,36,No,,,,Yes,No,,,No,,,6,6,Upon USCIS approval,Yes,No,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,No,,,,,Human Resources,Always,Yes,d7e4d658-bc30-47ed-b15b-4516195e575c,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,5,53,#REF!,#REF!,1
240,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Retail & Consumer Durables,Retail & Consumer Durables,MD,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,6,6,Upon USCIS approval,I don't know,No,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,edaacb8c-47b6-46c9-96e9-95945c081326,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,12,46,#REF!,#REF!,1
173,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,"Telecommunications, Technology, Internet & Electronics","Telecommunications, Technology, Internet & Electronics",UT,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,6,6,Upon USCIS approval,No,Yes,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,I don't know,Yes,,We cover no costs for dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",I don't know,Yes,c64bd1aa-1638-49d3-a879-344ca6bb96e3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,3,24,#REF!,#REF!,1
230,It is a primary function of my job role,"5. 501-1,000","Construction, Machinery and Homes","Construction, Machinery and Homes",FL,Yes,Yes,Yes,6,6,Yes,5,6,Yes,No,,,Yes,6,6,Yes,Yes,7,12,No,,,,,,,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,Some,We cover all costs for all dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover all costs for all dependent family members,Yes,6,6,45,50,Human Resources,Sometimes,Yes,dc34f4a2-9773-4dec-8c39-06f350979189,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,47,#REF!,#REF!,1
206,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Agriculture,Agriculture,FL,No,Yes,Yes,4,6,No,,,No,,,,,,,No,,,,No,,,,,,,2,6,Immediately upon USCIS receipt of application,Yes,No,None of the above,All,All,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover no costs for dependent family members,No,,,,,Human Resources,Always,Yes,70e7ff6f-4e24-4296-8402-fa9ee1edf024,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,8,#REF!,#REF!,1
207,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Business Support & Logistics,Business Support & Logistics,GA,No,Yes,No,,,Yes,,,No,,,,,,,No,,,,Yes,I don't know,,,Yes,,,,,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,None,I don't know,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,,,,,Human Resources,Always,Yes,b1c8e80f-9da4-42c9-bab2-e9750841ad01,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,53,#REF!,#REF!,1
272,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Manufacturing,Manufacturing,NY,No,Yes,No,,,Yes,12,12,Yes,Yes,6,6,Yes,12,12,No,,,,No,,,,,,,12,12,Upon USCIS approval,Yes,No,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,None,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,f117ac19-330f-44ac-98e4-8c15f59309c6,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,37,#REF!,#REF!,1
167,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Entertainment & Leisure,Entertainment & Leisure,NJ,Yes,Yes,Yes,,,Yes,,,No,,,,,,,No,,,,No,,,,,,,7,12,Immediately upon USCIS receipt of application,I don't know,Yes,None of the above,Some,Some,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,None,I don't know,,We cover no costs for dependent family members,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,8cd3aa64-9a64-46ff-92d4-8cdd63c46505,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,8,#REF!,#REF!,1
